date,Market_Index,Risk_Free_Rate,Volatility_Index,Sector_A,Sector_B,Sector_C,Correlation_AB,Correlation_AC,Correlation_BC
2024-01-17,0.3727980335927891,0.3499999999999993,0.13043478260869593,0.5625000000000008,0.18181818181818124,0.36842105263157887,0.95,0.86,0.82
2024-01-18,0.4350675952478493,0.4000000000000007,0.34782608695652195,0.6249999999999994,0.18181818181818124,0.4210526315789462,0.96,0.87,0.83
2024-01-19,0.3651508944421685,0.4000000000000007,0.782608695652174,0.6249999999999994,0.3636363636363641,0.2631578947368423,0.96,0.87,0.83
2024-01-20,0.3428922572716101,0.45000000000000207,0.652173913043478,0.6249999999999994,0.2727272727272718,0.2631578947368423,0.97,0.88,0.84
2024-01-21,0.38290318175611027,0.45000000000000207,0.43478260869565205,0.5625000000000008,0.3636363636363641,0.3157894736842096,0.98,0.88,0.85
2024-01-22,0.32814420319541127,0.5,0.739130434782609,0.4375000000000014,0.18181818181818124,0.36842105263157887,0.98,0.89,0.85
2024-01-23,0.3013792161682361,0.5,0.652173913043478,0.37500000000000056,0.18181818181818124,0.3157894736842096,0.99,0.9,0.86
2024-01-24,0.181346442714734,0.5500000000000014,0.9565217391304349,0.2500000000000011,0.09090909090909062,0.2631578947368423,1.0,0.9,0.87
2024-01-25,0.2153489007237468,0.5500000000000014,0.43478260869565205,0.3124999999999997,0.18181818181818124,0.2631578947368423,1.0,0.91,0.87
2024-01-26,0.02976922026491806,0.5999999999999993,1.0,0.06250000000000083,0.0,0.1578947368421039,1.01,0.91,0.88
2024-01-27,0.10391915881469359,0.5999999999999993,0.3043478260869569,0.0,0.0,0.2631578947368423,1.02,0.92,0.89
2024-01-28,0.04697528335381592,0.6500000000000007,0.739130434782609,0.06250000000000083,0.0,0.1578947368421039,1.02,0.92,0.89
2024-01-29,0.10364604670217165,0.6500000000000007,0.391304347826087,0.06250000000000083,0.2727272727272718,0.2105263157894731,1.03,0.93,0.9
2024-01-30,0.13273248668578486,0.6500000000000007,0.47826086956521785,0.06250000000000083,0.09090909090909062,0.2631578947368423,1.03,0.93,0.9
2024-01-31,0.23624197733169397,0.6999999999999986,0.21739130434782603,0.18750000000000028,0.09090909090909062,0.36842105263157887,1.04,0.94,0.91
2024-02-01,0.296599754199099,0.6999999999999986,0.34782608695652195,0.3124999999999997,0.3636363636363641,0.36842105263157887,1.05,0.94,0.92
2024-02-02,0.23091629113751147,0.75,0.782608695652174,0.3124999999999997,0.3636363636363641,0.2631578947368423,1.05,0.95,0.92
2024-02-03,0.11020073740270292,0.75,0.9565217391304349,0.12500000000000167,0.2727272727272718,0.1578947368421039,1.06,0.95,0.93
2024-02-04,0.038508807865627964,0.8000000000000014,0.826086956521739,0.0,0.18181818181818124,0.1578947368421039,1.07,0.96,0.94
2024-02-05,0.02608220674586874,0.8000000000000014,0.608695652173913,0.06250000000000083,0.2727272727272718,0.052631578947367336,1.07,0.96,0.94
2024-02-06,0.0,0.8499999999999993,0.652173913043478,0.06250000000000083,0.3636363636363641,0.0,1.08,0.97,0.95
2024-02-07,0.0764713915062136,0.8499999999999993,0.3043478260869569,0.18750000000000028,0.4545454545454547,0.052631578947367336,1.09,0.97,0.96
2024-02-08,0.012290045063498253,0.9000000000000007,0.782608695652174,0.06250000000000083,0.4545454545454547,0.052631578947367336,1.09,0.98,0.96
2024-02-09,0.1775228731394237,0.9000000000000007,0.0,0.37500000000000056,0.6363636363636359,0.10526315789473654,1.1,0.98,0.97
2024-02-10,0.128908917110473,0.9499999999999986,0.739130434782609,0.18750000000000028,0.6363636363636359,0.10526315789473654,1.1,0.99,0.97
2024-02-11,0.30042332377440933,0.9499999999999986,0.0,0.37500000000000056,0.7272727272727265,0.2631578947368423,1.11,0.99,0.98
2024-02-12,0.20783831762938718,1.0,0.8695652173913041,0.3124999999999997,0.6363636363636359,0.1578947368421039,1.12,1.0,0.99
2024-02-13,0.2307797350812505,1.0,0.47826086956521785,0.3124999999999997,0.7272727272727265,0.1578947368421039,1.12,1.0,0.99
